period,community_id,community_name,collection_family,opening_count,added,withdrawn,transferred_in,transferred_out,closing_count,quality_note
2026-08,DRFT,Driftwood Vale,youth_print,13385,158,39,12,0,13516,
2026-08,DRFT,Driftwood Vale,audio_video,4829,55,44,3,0,4843,
2026-08,DRFT,Driftwood Vale,community_kits,729,10,4,17,0,752,
2026-08,ECHO,Echo Meadow,adult_print,12056,129,30,0,0,12155,
2026-08,ECHO,Echo Meadow,youth_print,7238,44,65,0,17,7200,
2026-08,ECHO,Echo Meadow,audio_video,2929,33,27,0,0,2935,
2026-08,ECHO,Echo Meadow,community_kits,415,5,3,0,2,415,
2026-08,FERN,Fernhaven,adult_print,16505,68,169,0,0,16404,
2026-08,FERN,Fernhaven,youth_print,10398,37,65,0,0,10370,
2026-08,FERN,Fernhaven,audio_video,4322,28,27,0,0,4323,
2026-08,FERN,Fernhaven,community_kits,527,7,6,0,0,528,
2026-08,GOLD,Goldleaf Quay,adult_print,17730,117,184,6,5,17664,
2026-08,GOLD,Goldleaf Quay,youth_print,11616,127,60,17,0,11700,
2026-08,GOLD,Goldleaf Quay,audio_video,4913,17,51,0,7,4872,
2026-08,GOLD,Goldleaf Quay,community_kits,671,1,2,0,0,670,
2026-08,HUSH,Hush River,adult_print,13469,182,90,0,0,13561,
2026-08,HUSH,Hush River,youth_print,8306,1,43,0,0,8264,
2026-08,HUSH,Hush River,audio_video,3142,44,16,0,3,3167,
2026-08,HUSH,Hush River,community_kits,485,3,3,0,0,485,
2026-08,INDI,Indigo Point,adult_print,14486,83,88,0,0,14481,
2026-08,INDI,Indigo Point,youth_print,9344,17,69,0,0,9292,
2026-08,INDI,Indigo Point,audio_video,3977,32,4,7,0,4012,
2026-08,INDI,Indigo Point,community_kits,66,2,0,0,0,68,
2026-09,ASTR,Aster Hollow,adult_print,11824,160,77,0,3,11904,
2026-09,ASTR,Aster Hollow,youth_print,7212,4,33,0,0,7183,
2026-09,ASTR,Aster Hollow,audio_video,3202,17,22,0,0,3197,
2026-09,ASTR,Aster Hollow,community_kits,418,6,0,0,0,424,
2026-09,BRYK,Bryn Creek,adult_print,17278,209,187,3,0,17303,
2026-09,BRYK,Bryn Creek,youth_print,10557,116,64,12,0,10621,
2026-09,BRYK,Bryn Creek,audio_video,4157,35,21,0,0,4171,
2026-09,BRYK,Bryn Creek,community_kits,650,6,6,0,0,650,
2026-09,CIRR,Cirrus Landing,adult_print,12710,45,81,0,0,12674,
2026-09,CIRR,Cirrus Landing,youth_print,9749,24,67,0,0,9706,
2026-09,CIRR,Cirrus Landing,audio_video,3890,41,24,0,0,3907,
2026-09,CIRR,Cirrus Landing,community_kits,510,1,6,0,13,492,
2026-09,DRFT,Driftwood Vale,adult_print,19715,269,102,0,0,19882,
2026-09,DRFT,Driftwood Vale,youth_print,13516,178,38,0,12,13644,
2026-09,DRFT,Driftwood Vale,audio_video,4843,67,55,0,17,4838,
2026-09,DRFT,Driftwood Vale,community_kits,752,7,1,0,0,758,
2026-09,ECHO,Echo Meadow,adult_print,12155,149,23,0,0,12281,
2026-09,ECHO,Echo Meadow,youth_print,7200,70,58,7,0,7219,
2026-09,ECHO,Echo Meadow,audio_video,2935,13,11,0,0,2937,
2026-09,ECHO,Echo Meadow,community_kits,415,1,0,13,0,429,
2026-09,FERN,Fernhaven,adult_print,16404,70,127,0,0,16347,
2026-09,FERN,Fernhaven,youth_print,10370,67,132,0,0,10305,
2026-09,FERN,Fernhaven,audio_video,4323,58,7,0,8,4366,
2026-09,FERN,Fernhaven,community_kits,528,5,4,0,17,512,
2026-09,GOLD,Goldleaf Quay,adult_print,17664,57,111,0,3,17607,
2026-09,GOLD,Goldleaf Quay,youth_print,11700,97,46,0,0,11770,inventory_adjustment_pending
2026-09,GOLD,Goldleaf Quay,audio_video,4872,17,7,0,0,4882,
2026-09,GOLD,Goldleaf Quay,community_kits,670,2,7,17,0,682,
2026-09,HUSH,Hush River,adult_print,13561,89,151,0,0,13499,
2026-09,HUSH,Hush River,youth_print,8264,37,30,0,7,8264,
2026-09,HUSH,Hush River,audio_video,3167,13,34,8,0,3154,
2026-09,HUSH,Hush River,community_kits,485,3,1,0,0,487,
2026-09,INDI,Indigo Point,adult_print,14481,126,23,3,0,14587,
2026-09,INDI,Indigo Point,youth_print,9292,14,56,0,0,9250,
2026-09,INDI,Indigo Point,audio_video,4012,26,34,17,0,4021,
2026-09,INDI,Indigo Point,community_kits,68,0,2,0,0,66,
