period_date,period,community_id,community_name,collection_family,opening_count,added,withdrawn,transferred_in,transferred_out,closing_count,expected_closing,reconciliation_delta,data_status,quality_note,is_latest
2026-04-01,2026-04,FERN,Fernhaven,audio_video,4371,12,10,0,0,4373,4373,0,Complete,,FALSE
2026-04-01,2026-04,FERN,Fernhaven,community_kits,528,7,1,0,0,534,534,0,Complete,,FALSE
2026-04-01,2026-04,GOLD,Goldleaf Quay,adult_print,17719,14,26,2,0,17709,17709,0,Complete,,FALSE
2026-04-01,2026-04,GOLD,Goldleaf Quay,youth_print,11946,30,15,0,8,11953,11953,0,Complete,,FALSE
2026-04-01,2026-04,GOLD,Goldleaf Quay,audio_video,5004,6,33,0,0,4977,4977,0,Complete,,FALSE
2026-04-01,2026-04,GOLD,Goldleaf Quay,community_kits,673,2,5,6,0,676,676,0,Complete,,FALSE
2026-04-01,2026-04,HUSH,Hush River,adult_print,13462,35,28,0,8,13461,13461,0,Complete,,FALSE
2026-04-01,2026-04,HUSH,Hush River,youth_print,8278,100,40,0,0,8338,8338,0,Complete,,FALSE
2026-04-01,2026-04,HUSH,Hush River,audio_video,3166,32,35,13,0,3176,3176,0,Complete,,FALSE
2026-04-01,2026-04,HUSH,Hush River,community_kits,484,1,1,16,0,500,500,0,Complete,,FALSE
2026-04-01,2026-04,INDI,Indigo Point,adult_print,14544,156,162,0,0,14538,14538,0,Complete,,FALSE
2026-04-01,2026-04,INDI,Indigo Point,youth_print,9473,59,69,0,10,9453,9453,0,Complete,,FALSE
2026-04-01,2026-04,INDI,Indigo Point,audio_video,3913,30,6,0,0,3937,3937,0,Complete,,FALSE
2026-04-01,2026-04,INDI,Indigo Point,community_kits,65,3,2,0,0,66,66,0,Complete,,FALSE
2026-05-01,2026-05,ASTR,Aster Hollow,adult_print,11926,166,108,0,0,11984,11984,0,Complete,,FALSE
2026-05-01,2026-05,ASTR,Aster Hollow,youth_print,7177,85,64,0,0,7198,7198,0,Complete,,FALSE
2026-05-01,2026-05,ASTR,Aster Hollow,audio_video,3183,17,11,12,6,3195,3195,0,Complete,,FALSE
2026-05-01,2026-05,ASTR,Aster Hollow,community_kits,419,1,4,21,0,437,437,0,Complete,,FALSE
2026-05-01,2026-05,BRYK,Bryn Creek,adult_print,17167,148,33,0,0,17282,17282,0,Complete,,FALSE
2026-05-01,2026-05,BRYK,Bryn Creek,youth_print,10442,132,74,0,0,10500,10500,0,Complete,,FALSE
2026-05-01,2026-05,BRYK,Bryn Creek,audio_video,4113,49,38,6,0,4130,4130,0,Complete,,FALSE
2026-05-01,2026-05,BRYK,Bryn Creek,community_kits,645,6,6,0,0,645,645,0,Complete,,FALSE
2026-05-01,2026-05,CIRR,Cirrus Landing,adult_print,12965,52,104,0,13,12900,12900,0,Complete,,FALSE
2026-05-01,2026-05,CIRR,Cirrus Landing,youth_print,9584,58,98,0,0,9544,9544,0,Complete,,FALSE
2026-05-01,2026-05,CIRR,Cirrus Landing,audio_video,3827,47,9,0,0,3865,3865,0,Complete,,FALSE
2026-05-01,2026-05,CIRR,Cirrus Landing,community_kits,512,5,5,0,0,512,512,0,Complete,,FALSE
2026-05-01,2026-05,DRFT,Driftwood Vale,adult_print,19689,202,213,9,0,19687,19687,0,Complete,,FALSE
2026-05-01,2026-05,DRFT,Driftwood Vale,youth_print,13440,31,140,0,0,13331,13331,0,Complete,,FALSE
2026-05-01,2026-05,DRFT,Driftwood Vale,audio_video,4783,65,4,0,0,4844,4844,0,Complete,,FALSE
2026-05-01,2026-05,DRFT,Driftwood Vale,community_kits,726,5,0,0,0,731,731,0,Complete,,FALSE
2026-05-01,2026-05,ECHO,Echo Meadow,adult_print,11786,65,13,0,9,11829,11829,0,Complete,,FALSE
2026-05-01,2026-05,ECHO,Echo Meadow,youth_print,7207,43,63,0,10,7177,7177,0,Complete,,FALSE
2026-05-01,2026-05,ECHO,Echo Meadow,audio_video,2957,2,36,0,12,2911,2911,0,Complete,,FALSE
2026-05-01,2026-05,ECHO,Echo Meadow,community_kits,435,3,2,0,16,420,420,0,Complete,,FALSE
2026-05-01,2026-05,FERN,Fernhaven,adult_print,16675,95,131,0,0,16639,16639,0,Complete,,FALSE
2026-05-01,2026-05,FERN,Fernhaven,youth_print,10226,135,34,10,0,10337,10337,0,Complete,,FALSE
2026-05-01,2026-05,FERN,Fernhaven,audio_video,4373,41,55,0,0,4359,4359,0,Complete,,FALSE
2026-05-01,2026-05,FERN,Fernhaven,community_kits,534,2,7,0,5,524,524,0,Complete,,FALSE
2026-05-01,2026-05,GOLD,Goldleaf Quay,adult_print,17709,43,187,0,0,17565,17565,0,Complete,,FALSE
2026-05-01,2026-05,GOLD,Goldleaf Quay,youth_print,11953,78,73,0,0,11958,11958,0,Complete,,FALSE
2026-05-01,2026-05,GOLD,Goldleaf Quay,audio_video,4977,3,53,0,0,4927,4927,0,Complete,,FALSE
2026-05-01,2026-05,GOLD,Goldleaf Quay,community_kits,676,1,1,0,0,676,676,0,Complete,,FALSE
2026-05-01,2026-05,HUSH,Hush River,adult_print,13461,28,108,0,0,13381,13381,0,Complete,,FALSE
2026-05-01,2026-05,HUSH,Hush River,youth_print,8338,89,62,0,13,8352,8352,0,Complete,,FALSE
2026-05-01,2026-05,HUSH,Hush River,audio_video,3176,2,16,0,0,3162,3162,0,Complete,,FALSE
2026-05-01,2026-05,HUSH,Hush River,community_kits,500,4,6,0,0,498,498,0,Complete,,FALSE
2026-05-01,2026-05,INDI,Indigo Point,adult_print,14538,22,10,13,0,14563,14563,0,Complete,,FALSE
2026-05-01,2026-05,INDI,Indigo Point,youth_print,9453,57,111,13,0,9412,9412,0,Complete,,FALSE
2026-05-01,2026-05,INDI,Indigo Point,audio_video,3937,29,27,0,0,3939,3939,0,Complete,,FALSE
2026-05-01,2026-05,INDI,Indigo Point,community_kits,66,0,3,0,0,63,63,0,Complete,,FALSE
2026-06-01,2026-06,ASTR,Aster Hollow,adult_print,11984,31,109,0,0,11906,11906,0,Complete,,FALSE
2026-06-01,2026-06,ASTR,Aster Hollow,youth_print,7198,64,70,0,0,7192,7192,0,Complete,,FALSE
2026-06-01,2026-06,ASTR,Aster Hollow,audio_video,3195,12,31,0,0,3176,3176,0,Complete,,FALSE
2026-06-01,2026-06,ASTR,Aster Hollow,community_kits,437,5,4,11,0,449,449,0,Complete,,FALSE
2026-06-01,2026-06,BRYK,Bryn Creek,adult_print,17282,121,20,0,6,17377,17377,0,Complete,,FALSE
2026-06-01,2026-06,BRYK,Bryn Creek,youth_print,10500,71,80,13,10,10494,10494,0,Complete,,FALSE
2026-06-01,2026-06,BRYK,Bryn Creek,audio_video,4130,30,36,0,0,4124,4124,0,Complete,,FALSE
2026-06-01,2026-06,BRYK,Bryn Creek,community_kits,645,9,1,0,0,653,653,0,Complete,,FALSE
2026-06-01,2026-06,CIRR,Cirrus Landing,adult_print,12900,5,116,11,0,12800,12800,0,Complete,,FALSE
2026-06-01,2026-06,CIRR,Cirrus Landing,youth_print,9544,69,3,0,0,9610,9610,0,Complete,,FALSE
2026-06-01,2026-06,CIRR,Cirrus Landing,audio_video,3865,33,37,0,12,3849,3849,0,Complete,,FALSE
2026-06-01,2026-06,CIRR,Cirrus Landing,community_kits,512,3,6,0,0,509,509,0,Complete,,FALSE
2026-06-01,2026-06,DRFT,Driftwood Vale,adult_print,19687,271,7,0,11,19940,19940,0,Complete,,FALSE
2026-06-01,2026-06,DRFT,Driftwood Vale,youth_print,13331,142,143,0,0,13330,13330,0,Complete,,FALSE
2026-06-01,2026-06,DRFT,Driftwood Vale,audio_video,4844,33,52,0,11,4814,4814,0,Complete,,FALSE
2026-06-01,2026-06,DRFT,Driftwood Vale,community_kits,731,5,7,0,21,708,708,0,Complete,,FALSE
2026-06-01,2026-06,ECHO,Echo Meadow,adult_print,11829,107,1,0,0,11935,11935,0,Complete,,FALSE
2026-06-01,2026-06,ECHO,Echo Meadow,youth_print,7177,60,28,0,0,7209,7209,0,Complete,,FALSE
2026-06-01,2026-06,ECHO,Echo Meadow,audio_video,2911,31,8,11,0,2945,2945,0,Complete,,FALSE
2026-06-01,2026-06,ECHO,Echo Meadow,community_kits,420,2,5,0,0,417,417,0,Complete,,FALSE
2026-06-01,2026-06,FERN,Fernhaven,adult_print,16639,65,183,0,0,16521,16521,0,Complete,,FALSE
2026-06-01,2026-06,FERN,Fernhaven,youth_print,10337,97,60,0,0,10374,10374,0,Complete,,FALSE
2026-06-01,2026-06,FERN,Fernhaven,audio_video,4359,16,45,0,0,4330,4330,0,Complete,,FALSE
2026-06-01,2026-06,FERN,Fernhaven,community_kits,524,0,7,10,0,527,527,0,Complete,,FALSE
2026-06-01,2026-06,GOLD,Goldleaf Quay,adult_print,17565,127,12,0,0,17680,17680,0,Complete,,FALSE
2026-06-01,2026-06,GOLD,Goldleaf Quay,youth_print,11958,105,451,10,0,11622,11622,0,Complete,,FALSE
2026-06-01,2026-06,GOLD,Goldleaf Quay,audio_video,4927,24,27,0,0,4924,4924,0,Complete,,FALSE
2026-06-01,2026-06,GOLD,Goldleaf Quay,community_kits,676,7,7,0,0,676,676,0,Complete,,FALSE
2026-06-01,2026-06,HUSH,Hush River,adult_print,13381,38,112,0,0,13307,13307,0,Complete,,FALSE
2026-06-01,2026-06,HUSH,Hush River,youth_print,8352,98,108,0,0,8342,8342,0,Complete,,FALSE
2026-06-01,2026-06,HUSH,Hush River,audio_video,3162,5,5,0,0,3162,3162,0,Complete,,FALSE
2026-06-01,2026-06,HUSH,Hush River,community_kits,498,0,5,0,0,493,493,0,Complete,,FALSE
2026-06-01,2026-06,INDI,Indigo Point,adult_print,14563,135,135,6,0,14569,14569,0,Complete,,FALSE
2026-06-01,2026-06,INDI,Indigo Point,youth_print,9412,3,38,0,13,9364,9364,0,Complete,,FALSE
2026-06-01,2026-06,INDI,Indigo Point,audio_video,3939,49,16,12,0,3984,3984,0,Complete,,FALSE
2026-06-01,2026-06,INDI,Indigo Point,community_kits,63,0,0,0,0,63,63,0,Complete,,FALSE
2026-07-01,2026-07,ASTR,Aster Hollow,adult_print,11906,55,62,0,10,11889,11889,0,Complete,,FALSE
2026-07-01,2026-07,ASTR,Aster Hollow,youth_print,7192,39,1,4,13,7221,7221,0,Complete,,FALSE
2026-07-01,2026-07,ASTR,Aster Hollow,audio_video,3176,34,20,0,0,3190,3190,0,Complete,,FALSE
2026-07-01,2026-07,ASTR,Aster Hollow,community_kits,449,4,5,0,9,439,439,0,Complete,,FALSE
2026-07-01,2026-07,BRYK,Bryn Creek,adult_print,17377,196,210,0,0,17363,17363,0,Complete,,FALSE
2026-07-01,2026-07,BRYK,Bryn Creek,youth_print,10494,97,87,0,0,10504,10504,0,Complete,,FALSE
2026-07-01,2026-07,BRYK,Bryn Creek,audio_video,4124,24,30,17,0,4135,4135,0,Complete,,FALSE
2026-07-01,2026-07,BRYK,Bryn Creek,community_kits,653,0,3,0,0,650,650,0,Complete,,FALSE
2026-07-01,2026-07,CIRR,Cirrus Landing,adult_print,12800,108,130,0,0,12778,12778,0,Complete,,FALSE
2026-07-01,2026-07,CIRR,Cirrus Landing,youth_print,9610,121,112,13,4,9628,9628,0,Complete,,FALSE
2026-07-01,2026-07,CIRR,Cirrus Landing,audio_video,3849,36,42,0,0,3843,3843,0,Complete,,FALSE
2026-07-01,2026-07,CIRR,Cirrus Landing,community_kits,509,3,5,0,0,507,507,0,Complete,,FALSE
2026-07-01,2026-07,DRFT,Driftwood Vale,adult_print,19940,190,209,0,0,19921,19921,0,Complete,,FALSE
2026-07-01,2026-07,DRFT,Driftwood Vale,youth_print,13330,89,34,0,0,13385,13385,0,Complete,,FALSE
2026-07-01,2026-07,DRFT,Driftwood Vale,audio_video,4814,60,45,0,0,4829,4829,0,Complete,,FALSE
2026-07-01,2026-07,DRFT,Driftwood Vale,community_kits,708,9,7,19,0,729,729,0,Complete,,FALSE
2026-07-01,2026-07,ECHO,Echo Meadow,adult_print,11935,166,45,0,0,12056,12056,0,Complete,,FALSE
2026-07-01,2026-07,ECHO,Echo Meadow,youth_print,7209,92,63,0,0,7238,7238,0,Complete,,FALSE
2026-07-01,2026-07,ECHO,Echo Meadow,audio_video,2945,10,36,10,0,2929,2929,0,Complete,,FALSE
2026-07-01,2026-07,ECHO,Echo Meadow,community_kits,417,1,3,0,0,415,415,0,Complete,,FALSE
2026-07-01,2026-07,FERN,Fernhaven,adult_print,16521,124,125,0,15,16505,16505,0,Complete,,FALSE
2026-07-01,2026-07,FERN,Fernhaven,youth_print,10374,107,83,0,0,10398,10398,0,Complete,,FALSE
2026-07-01,2026-07,FERN,Fernhaven,audio_video,4330,47,55,0,0,4322,4322,0,Complete,,FALSE
2026-07-01,2026-07,FERN,Fernhaven,community_kits,527,6,6,0,0,527,527,0,Complete,,FALSE
2026-07-01,2026-07,GOLD,Goldleaf Quay,adult_print,17680,53,13,10,0,17730,17730,0,Complete,,FALSE
2026-07-01,2026-07,GOLD,Goldleaf Quay,youth_print,11622,62,68,0,0,11616,11616,0,Complete,,FALSE
2026-07-01,2026-07,GOLD,Goldleaf Quay,audio_video,4924,27,21,0,17,4913,4913,0,Complete,,FALSE
2026-07-01,2026-07,GOLD,Goldleaf Quay,community_kits,676,0,5,0,0,671,671,0,Complete,,FALSE
2026-07-01,2026-07,HUSH,Hush River,adult_print,13307,147,0,15,0,13469,13469,0,Complete,,FALSE
2026-07-01,2026-07,HUSH,Hush River,youth_print,8342,24,60,0,0,8306,8306,0,Complete,,FALSE
2026-07-01,2026-07,HUSH,Hush River,audio_video,3162,23,33,0,10,3142,3142,0,Complete,,FALSE
2026-07-01,2026-07,HUSH,Hush River,community_kits,493,4,2,0,10,485,485,0,Complete,,FALSE
2026-07-01,2026-07,INDI,Indigo Point,adult_print,14569,70,153,0,0,14486,14486,0,Complete,,FALSE
2026-07-01,2026-07,INDI,Indigo Point,youth_print,9364,55,75,0,0,9344,9344,0,Complete,,FALSE
2026-07-01,2026-07,INDI,Indigo Point,audio_video,3984,21,28,0,0,3977,3977,0,Complete,,FALSE
2026-07-01,2026-07,INDI,Indigo Point,community_kits,63,3,0,0,0,66,66,0,Complete,,FALSE
2026-08-01,2026-08,ASTR,Aster Hollow,adult_print,11889,57,122,0,0,11824,11824,0,Complete,,FALSE
2026-08-01,2026-08,ASTR,Aster Hollow,youth_print,7221,58,67,0,0,7212,7212,0,Complete,,FALSE
2026-08-01,2026-08,ASTR,Aster Hollow,audio_video,3190,17,5,0,0,3202,3202,0,Complete,,FALSE
2026-08-01,2026-08,ASTR,Aster Hollow,community_kits,439,2,6,0,17,418,418,0,Complete,,FALSE
2026-08-01,2026-08,BRYK,Bryn Creek,adult_print,17363,4,94,5,0,17278,17278,0,Complete,,FALSE
2026-08-01,2026-08,BRYK,Bryn Creek,youth_print,10504,111,46,0,12,10557,10557,0,Complete,,FALSE
2026-08-01,2026-08,BRYK,Bryn Creek,audio_video,4135,48,26,0,0,4157,4157,0,Complete,,FALSE
2026-08-01,2026-08,BRYK,Bryn Creek,community_kits,650,5,7,2,0,650,650,0,Complete,,FALSE
2026-08-01,2026-08,CIRR,Cirrus Landing,adult_print,12778,74,142,0,0,12710,12710,0,Complete,,FALSE
2026-08-01,2026-08,CIRR,Cirrus Landing,youth_print,9628,122,1,0,0,9749,9749,0,Complete,,FALSE
2026-08-01,2026-08,CIRR,Cirrus Landing,audio_video,3843,52,5,0,0,3890,3890,0,Complete,,FALSE
2026-08-01,2026-08,CIRR,Cirrus Landing,community_kits,507,7,4,0,0,510,510,0,Complete,,FALSE
2026-08-01,2026-08,DRFT,Driftwood Vale,adult_print,19921,36,236,0,6,19715,19715,0,Complete,,FALSE
2026-08-01,2026-08,DRFT,Driftwood Vale,youth_print,13385,158,39,12,0,13516,13516,0,Complete,,FALSE
2026-08-01,2026-08,DRFT,Driftwood Vale,audio_video,4829,55,44,3,0,4843,4843,0,Complete,,FALSE
2026-08-01,2026-08,DRFT,Driftwood Vale,community_kits,729,10,4,17,0,752,752,0,Complete,,FALSE
2026-08-01,2026-08,ECHO,Echo Meadow,adult_print,12056,129,30,0,0,12155,12155,0,Complete,,FALSE
2026-08-01,2026-08,ECHO,Echo Meadow,youth_print,7238,44,65,0,17,7200,7200,0,Complete,,FALSE
2026-08-01,2026-08,ECHO,Echo Meadow,audio_video,2929,33,27,0,0,2935,2935,0,Complete,,FALSE
2026-08-01,2026-08,ECHO,Echo Meadow,community_kits,415,5,3,0,2,415,415,0,Complete,,FALSE
2026-08-01,2026-08,FERN,Fernhaven,adult_print,16505,68,169,0,0,16404,16404,0,Complete,,FALSE
2026-08-01,2026-08,FERN,Fernhaven,youth_print,10398,37,65,0,0,10370,10370,0,Complete,,FALSE
2026-08-01,2026-08,FERN,Fernhaven,audio_video,4322,28,27,0,0,4323,4323,0,Complete,,FALSE
2026-08-01,2026-08,FERN,Fernhaven,community_kits,527,7,6,0,0,528,528,0,Complete,,FALSE
2026-08-01,2026-08,GOLD,Goldleaf Quay,adult_print,17730,117,184,6,5,17664,17664,0,Complete,,FALSE
2026-08-01,2026-08,GOLD,Goldleaf Quay,youth_print,11616,127,60,17,0,11700,11700,0,Complete,,FALSE
2026-08-01,2026-08,GOLD,Goldleaf Quay,audio_video,4913,17,51,0,7,4872,4872,0,Complete,,FALSE
2026-08-01,2026-08,GOLD,Goldleaf Quay,community_kits,671,1,2,0,0,670,670,0,Complete,,FALSE
2026-08-01,2026-08,HUSH,Hush River,adult_print,13469,182,90,0,0,13561,13561,0,Complete,,FALSE
2026-08-01,2026-08,HUSH,Hush River,youth_print,8306,1,43,0,0,8264,8264,0,Complete,,FALSE
2026-08-01,2026-08,HUSH,Hush River,audio_video,3142,44,16,0,3,3167,3167,0,Complete,,FALSE
2026-08-01,2026-08,HUSH,Hush River,community_kits,485,3,3,0,0,485,485,0,Complete,,FALSE
2026-08-01,2026-08,INDI,Indigo Point,adult_print,14486,83,88,0,0,14481,14481,0,Complete,,FALSE
2026-08-01,2026-08,INDI,Indigo Point,youth_print,9344,17,69,0,0,9292,9292,0,Complete,,FALSE
2026-08-01,2026-08,INDI,Indigo Point,audio_video,3977,32,4,7,0,4012,4012,0,Complete,,FALSE
2026-08-01,2026-08,INDI,Indigo Point,community_kits,66,2,0,0,0,68,68,0,Complete,,FALSE
2026-09-01,2026-09,ASTR,Aster Hollow,adult_print,11824,160,77,0,3,11904,11904,0,Complete,,TRUE
2026-09-01,2026-09,ASTR,Aster Hollow,youth_print,7212,4,33,0,0,7183,7183,0,Complete,,TRUE
2026-09-01,2026-09,ASTR,Aster Hollow,audio_video,3202,17,22,0,0,3197,3197,0,Complete,,TRUE
2026-09-01,2026-09,ASTR,Aster Hollow,community_kits,418,6,0,0,0,424,424,0,Complete,,TRUE
2026-09-01,2026-09,BRYK,Bryn Creek,adult_print,17278,209,187,3,0,17303,17303,0,Complete,,TRUE
2026-09-01,2026-09,BRYK,Bryn Creek,youth_print,10557,116,64,12,0,10621,10621,0,Complete,,TRUE
2026-09-01,2026-09,BRYK,Bryn Creek,audio_video,4157,35,21,0,0,4171,4171,0,Complete,,TRUE
2026-09-01,2026-09,BRYK,Bryn Creek,community_kits,650,6,6,0,0,650,650,0,Complete,,TRUE
2026-09-01,2026-09,CIRR,Cirrus Landing,adult_print,12710,45,81,0,0,12674,12674,0,Complete,,TRUE
2026-09-01,2026-09,CIRR,Cirrus Landing,youth_print,9749,24,67,0,0,9706,9706,0,Complete,,TRUE
2026-09-01,2026-09,CIRR,Cirrus Landing,audio_video,3890,41,24,0,0,3907,3907,0,Complete,,TRUE
2026-09-01,2026-09,CIRR,Cirrus Landing,community_kits,510,1,6,0,13,492,492,0,Complete,,TRUE
2026-09-01,2026-09,DRFT,Driftwood Vale,adult_print,19715,269,102,0,0,19882,19882,0,Complete,,TRUE
2026-09-01,2026-09,DRFT,Driftwood Vale,youth_print,13516,178,38,0,12,13644,13644,0,Complete,,TRUE
2026-09-01,2026-09,DRFT,Driftwood Vale,audio_video,4843,67,55,0,17,4838,4838,0,Complete,,TRUE
2026-09-01,2026-09,DRFT,Driftwood Vale,community_kits,752,7,1,0,0,758,758,0,Complete,,TRUE
2026-09-01,2026-09,ECHO,Echo Meadow,adult_print,12155,149,23,0,0,12281,12281,0,Complete,,TRUE
2026-09-01,2026-09,ECHO,Echo Meadow,youth_print,7200,70,58,7,0,7219,7219,0,Complete,,TRUE
2026-09-01,2026-09,ECHO,Echo Meadow,audio_video,2935,13,11,0,0,2937,2937,0,Complete,,TRUE
2026-09-01,2026-09,ECHO,Echo Meadow,community_kits,415,1,0,13,0,429,429,0,Complete,,TRUE
2026-09-01,2026-09,FERN,Fernhaven,adult_print,16404,70,127,0,0,16347,16347,0,Complete,,TRUE
2026-09-01,2026-09,FERN,Fernhaven,youth_print,10370,67,132,0,0,10305,10305,0,Complete,,TRUE
2026-09-01,2026-09,FERN,Fernhaven,audio_video,4323,58,7,0,8,4366,4366,0,Complete,,TRUE
2026-09-01,2026-09,FERN,Fernhaven,community_kits,528,5,4,0,17,512,512,0,Complete,,TRUE
2026-09-01,2026-09,GOLD,Goldleaf Quay,adult_print,17664,57,111,0,3,17607,17607,0,Complete,,TRUE
2026-09-01,2026-09,GOLD,Goldleaf Quay,youth_print,11700,97,46,0,0,11770,11751,19,Reconciliation difference,inventory_adjustment_pending,TRUE
2026-09-01,2026-09,GOLD,Goldleaf Quay,audio_video,4872,17,7,0,0,4882,4882,0,Complete,,TRUE
2026-09-01,2026-09,GOLD,Goldleaf Quay,community_kits,670,2,7,17,0,682,682,0,Complete,,TRUE
2026-09-01,2026-09,HUSH,Hush River,adult_print,13561,89,151,0,0,13499,13499,0,Complete,,TRUE
2026-09-01,2026-09,HUSH,Hush River,youth_print,8264,37,30,0,7,8264,8264,0,Complete,,TRUE
2026-09-01,2026-09,HUSH,Hush River,audio_video,3167,13,34,8,0,3154,3154,0,Complete,,TRUE
2026-09-01,2026-09,HUSH,Hush River,community_kits,485,3,1,0,0,487,487,0,Complete,,TRUE
2026-09-01,2026-09,INDI,Indigo Point,adult_print,14481,126,23,3,0,14587,14587,0,Complete,,TRUE
2026-09-01,2026-09,INDI,Indigo Point,youth_print,9292,14,56,0,0,9250,9250,0,Complete,,TRUE
2026-09-01,2026-09,INDI,Indigo Point,audio_video,4012,26,34,17,0,4021,4021,0,Complete,,TRUE
2026-09-01,2026-09,INDI,Indigo Point,community_kits,68,0,2,0,0,66,66,0,Complete,,TRUE
